duration_sec,start_time,end_time,start_station_id,start_station_name,start_station_latitude,start_station_longitude,end_station_id,end_station_name,end_station_latitude,end_station_longitude,bike_id,user_type,member_birth_year,member_gender
1.8615871512785103,2023-10-30 22:00:00,2023-10-30 22:04:51.078212885,31,Station_24,37.75590708956671,-122.48672333331035,34,Station_20,37.767249464811705,-122.44983038803889,1060,Customer,1969,Male
116.4415824973924,2023-02-05 20:00:00,2023-02-05 20:19:04.907789977,95,Station_29,37.678002020122925,-122.3347538537755,73,Station_33,37.7424804117595,-122.3408480304341,1133,Subscriber,1999,Male
1011.3318955146581,2023-08-13 14:00:00,2023-08-13 14:19:04.866159599,67,Station_40,37.714307792707245,-122.48724756166334,71,Station_42,37.71677379417526,-122.48393527135947,1290,Subscriber,1963,Female
18.57798354594527,2023-08-05 07:00:00,2023-08-05 07:00:30.840361548,51,Station_17,37.721123929407476,-122.33628234505407,55,Station_12,37.73318369832918,-122.40753344441806,1243,Customer,1974,Male
656.965734000159,2023-08-27 22:00:00,2023-08-27 22:00:13.498879267,88,Station_26,37.820707851737914,-122.34493669495207,2,Station_13,37.80648849210649,-122.3214114881914,1147,Subscriber,1991,Male
119.62456229882957,2023-09-19 01:00:00,2023-09-19 01:00:03.041864951,9,Station_1,37.700874333616284,-122.34609492659273,80,Station_4,37.74346673071622,-122.39277887339692,1064,Subscriber,1977,Male
423.65110804543457,2023-01-20 10:00:00,2023-01-20 10:03:58.605793624,93,Station_5,37.784582381268905,-122.3404447310672,34,Station_33,37.79748180117471,-122.48474273679689,1047,Subscriber,1972,Male
1966.9544268052948,2023-07-04 10:00:00,2023-07-04 10:11:41.081438808,97,Station_24,37.72380852226359,-122.38308583227189,36,Station_31,37.778789310128445,-122.41173022066856,1846,Subscriber,1962,Male
627.6660406038841,2023-08-21 10:00:00,2023-08-21 10:02:27.264784694,48,Station_43,37.8589557491934,-122.48999497436178,23,Station_42,37.75603856332905,-122.4122379792526,1003,Subscriber,1963,Male
275.52962167525385,2023-12-13 18:00:00,2023-12-13 18:14:04.571918488,52,Station_1,37.74966121660727,-122.42942944234008,88,Station_20,37.716516764275404,-122.50251843668978,1902,Subscriber,1963,Female
700.7851451257234,2023-03-12 05:00:00,2023-03-12 05:35:38.273546092,45,Station_36,37.6891539883158,-122.49865602384806,92,Station_25,37.72807389282834,-122.49971511897506,1940,Subscriber,1991,Male
3.346538461212333,2023-02-02 01:00:00,2023-02-02 01:08:11.338119159,41,Station_34,37.78125069739661,-122.35059678106035,11,Station_40,37.77200134377514,-122.34577578273529,1177,Customer,1974,Female
1803.4528021049553,2023-10-17 13:00:00,2023-10-17 13:09:11.751000231,21,Station_10,37.84655763844373,-122.46294326645591,66,Station_28,37.76495270718927,-122.40782730804816,1926,Subscriber,1993,Male
253.36479865644154,2023-04-12 09:00:00,2023-04-12 09:06:15.442714992,78,Station_35,37.764510435592,-122.42641626478408,50,Station_7,37.682634447041615,-122.48161726900331,1095,Customer,1974,Male
2350.713287215478,2023-08-10 07:00:00,2023-08-10 07:10:48.971376219,45,Station_19,37.685448222695506,-122.47048420663573,68,Station_2,37.74279964485837,-122.48237330841081,1260,Subscriber,1989,Male
676.9747048012024,2023-07-30 11:00:00,2023-07-30 11:04:39.992919158,40,Station_4,37.79590791683164,-122.31594914702521,31,Station_48,37.72108101470748,-122.4625746196432,1192,Subscriber,1967,Male
203.25966749797283,2023-09-25 12:00:00,2023-09-25 12:02:03.930476854,35,Station_1,37.76453450392662,-122.46369965696275,88,Station_24,37.805634844827004,-122.40351045912603,1804,Subscriber,1965,Female
573.1232360914124,2023-02-19 08:00:00,2023-02-19 08:10:02.817555474,23,Station_15,37.855667798302676,-122.41662126904941,83,Station_6,37.811555404181036,-122.42877598763428,1075,Subscriber,1997,Male
287.0629646666808,2023-07-09 19:00:00,2023-07-09 19:05:29.044592909,44,Station_1,37.73622229221249,-122.31093741233742,17,Station_24,37.76440390387065,-122.39619468062382,1402,Subscriber,1995,Female
617.6711282356041,2023-05-22 01:00:00,2023-05-22 01:03:40.526679632,73,Station_27,37.747732133117076,-122.49526615052349,78,Station_14,37.76682158094401,-122.41511151853416,1859,Customer,1973,Male
938.2792196729933,2023-09-24 12:00:00,2023-09-24 12:07:11.248624002,75,Station_22,37.69388851835507,-122.5001173680036,8,Station_40,37.848457784190806,-122.49813692624491,1427,Subscriber,1981,Female
381.8286867969102,2023-12-28 02:00:00,2023-12-28 02:27:53.455855671,89,Station_31,37.79588490908991,-122.44689879633904,5,Station_36,37.68342680175439,-122.49452102828619,1452,Customer,1973,Male
150.7076460448759,2023-04-17 14:00:00,2023-04-17 14:04:24.586980867,82,Station_17,37.724213358104414,-122.3859350163652,22,Station_42,37.772224426913176,-122.3142653518617,1714,Subscriber,1992,Male
2392.4721602241248,2023-11-24 01:00:00,2023-11-24 01:00:58.800154830,20,Station_21,37.86594831396391,-122.42720025961746,52,Station_27,37.714488298999214,-122.35638949563594,1339,Subscriber,1969,Male
319.27749201117877,2023-03-27 07:00:00,2023-03-27 07:02:49.270093786,56,Station_9,37.78691744525024,-122.47276466721911,85,Station_6,37.81424428365283,-122.37892592204354,1393,Subscriber,1980,Male
116.43334872103911,2023-04-25 11:00:00,2023-04-25 11:02:18.436642263,22,Station_24,37.72049681684877,-122.45020792449736,48,Station_46,37.73862675110795,-122.32573635582048,1842,Customer,1985,Male
806.4315351405769,2023-01-08 21:00:00,2023-01-08 21:09:16.807845169,9,Station_28,37.707142738771985,-122.47683801387113,22,Station_27,37.743441664358734,-122.3246134462942,1974,Subscriber,1996,Male
639.0126681309988,2023-04-24 22:00:00,2023-04-24 22:02:23.550295212,76,Station_49,37.70845071045137,-122.48321348092439,91,Station_31,37.700469365353435,-122.43287092334968,1424,Subscriber,1973,Male
1017.6399001559761,2023-05-06 05:00:00,2023-05-06 05:28:17.545641838,49,Station_1,37.8060069612025,-122.39000588294549,76,Station_44,37.80825184529266,-122.42273713346314,1778,Subscriber,1979,Male
1.0065811389249295,2023-07-14 02:00:00,2023-07-14 02:03:56.799997982,40,Station_33,37.67016965800223,-122.35115731601591,66,Station_12,37.67692722652505,-122.50444884438205,1057,Subscriber,1994,Male
255.99607376014748,2023-03-21 03:00:00,2023-03-21 03:06:43.589134172,73,Station_21,37.853866612645895,-122.45136016196577,58,Station_25,37.80780450274423,-122.43428066256679,1978,Subscriber,1966,Female
226.59023367518398,2023-11-19 06:00:00,2023-11-19 06:16:03.986041445,44,Station_41,37.8305210577356,-122.41865985560345,32,Station_31,37.84244577191764,-122.43181081879338,1878,Subscriber,1991,Male
1544.9340647812012,2023-02-22 19:00:00,2023-02-22 19:15:31.035175821,8,Station_7,37.695025838569606,-122.47318569459368,3,Station_45,37.74432020187222,-122.43059571530299,1727,Subscriber,1980,Male
258.16361360349566,2023-03-05 16:00:00,2023-03-05 16:29:58.718415888,30,Station_33,37.84445801577733,-122.39472045416774,11,Station_27,37.687713624478405,-122.340757863918,1804,Subscriber,1999,Female
449.48900906398893,2023-05-29 04:00:00,2023-05-29 04:11:11.621019774,48,Station_14,37.799053129982994,-122.34837195165208,63,Station_21,37.706736321246495,-122.35820828367414,1540,Subscriber,1994,Male
2.118873220114182,2023-06-12 02:00:00,2023-06-12 02:47:38.705339471,40,Station_39,37.79172961979799,-122.32691740448995,77,Station_37,37.862464594737524,-122.44110273366384,1675,Customer,1965,Female
990.6158069430672,2023-08-13 17:00:00,2023-08-13 17:03:39.035647242,34,Station_22,37.71508984582404,-122.33754893777544,59,Station_10,37.836585387945625,-122.41344647329922,1132,Subscriber,1961,Male
72.60861095217614,2023-12-18 09:00:00,2023-12-18 09:01:57.955841162,51,Station_28,37.69621428216431,-122.43687227942092,92,Station_4,37.84905447164135,-122.469824384598,1617,Customer,1992,Male
1283.9352678763,2023-11-10 01:00:00,2023-11-10 01:00:49.107271035,32,Station_17,37.852945762189734,-122.43428200051979,81,Station_11,37.85832390527308,-122.31424478801543,1844,Subscriber,1966,Male
797.062749370884,2023-04-19 20:00:00,2023-04-19 20:14:29.419200654,37,Station_22,37.71269902262843,-122.33830802160175,67,Station_15,37.85968805642255,-122.33792136967996,1136,Subscriber,1993,Other
487.68570043706956,2023-10-21 09:00:00,2023-10-21 09:01:17.100566284,28,Station_10,37.84588065814582,-122.40050245649277,56,Station_3,37.75125133910411,-122.48566322133955,1272,Customer,1997,Female
829.5872519660857,2023-09-17 19:00:00,2023-09-17 19:12:34.874074942,66,Station_1,37.797912757949454,-122.43138820467625,83,Station_44,37.86419128760159,-122.42108790973263,1684,Subscriber,1984,Female
944.7038550831385,2023-08-17 14:00:00,2023-08-17 14:21:43.343552754,47,Station_11,37.812956060948096,-122.33373291222796,34,Station_46,37.81682892164923,-122.47654547790457,1793,Subscriber,1965,Female
835.9697431138159,2023-10-23 19:00:00,2023-10-23 19:15:58.863646025,44,Station_34,37.699349496709324,-122.48083167115247,35,Station_6,37.7181774643751,-122.45946571786428,1635,Subscriber,1970,Male
648.8706054534779,2023-02-02 07:00:00,2023-02-02 07:09:01.488531204,1,Station_32,37.75122843030013,-122.46783431021652,40,Station_18,37.82683353691916,-122.38682961656367,1476,Subscriber,1973,Male
1275.6179048907295,2023-12-09 18:00:00,2023-12-09 18:28:58.680818852,26,Station_23,37.81440583346994,-122.43714201554485,17,Station_37,37.76052483847694,-122.36771373202323,1804,Subscriber,1999,Female
329.9713966904399,2023-05-12 08:00:00,2023-05-12 08:17:20.279154320,67,Station_17,37.674369565831405,-122.31941552941805,97,Station_20,37.836963592017355,-122.4812794545915,1352,Subscriber,1981,Female
501.0573538573015,2023-03-08 01:00:00,2023-03-08 01:00:32.193579157,89,Station_14,37.76080798769558,-122.31902402501676,88,Station_9,37.68505581315662,-122.4595977244697,1932,Subscriber,1963,Male
2091.6653425707937,2023-06-14 07:00:00,2023-06-14 07:04:43.823142606,29,Station_18,37.80935017999957,-122.49026339410973,23,Station_6,37.8114979019838,-122.37333265265734,1242,Subscriber,1961,Male
279.36478178065926,2023-11-11 19:00:00,2023-11-11 19:01:30.304833511,18,Station_6,37.853781026148226,-122.31969276712641,48,Station_25,37.79155990731243,-122.43905744448016,1756,Subscriber,1988,Male
833.9814308659181,2023-05-09 01:00:00,2023-05-09 01:04:34.379640984,23,Station_18,37.75963391387359,-122.39036148664034,67,Station_17,37.67787028338066,-122.46046299380275,1650,Customer,1994,Male
298.3561353309772,2023-02-12 13:00:00,2023-02-12 13:12:29.803745212,99,Station_36,37.74825604440376,-122.45759920993748,76,Station_38,37.82749769435137,-122.38434888126041,1303,Subscriber,1984,Male
381.1207461679261,2023-06-10 03:00:00,2023-06-10 03:01:37.008770823,39,Station_3,37.773135234040026,-122.46809264395269,85,Station_40,37.85959880706706,-122.32371726853822,1598,Subscriber,1968,Male
245.35269629011208,2023-11-29 21:00:00,2023-11-29 21:14:46.860863827,33,Station_7,37.69668530297883,-122.44385957421329,9,Station_13,37.69093664875016,-122.42677208860167,1262,Subscriber,1983,Female
99.68674259302837,2023-10-14 09:00:00,2023-10-14 09:04:22.878194440,38,Station_30,37.82752702526691,-122.33510431783874,25,Station_14,37.72139950483965,-122.42822609136225,1038,Subscriber,1965,Female
